smallRNAName	NC2	NC3	NC4	NC5	Pcos1	Pcos2	Pcos3	Pcos4	Pcos5
tsrna-15715	1.084043743	2.583034885	4.404859441	3.766100078	5.979895591	22.59980639	3.984222479	5.664823711	6.570410158
tsrna-22665	1.084043743	14.20669187	8.809718882	8.787566848	0	3.766634399	0	11.32964742	19.71123047
tsrna-06501	2.168087487	9.040622098	30.83401609	1.255366693	5.979895591	7.533268798	1.992111239	33.98894226	3.285205079
tsrna-10356	0	1.291517443	4.404859441	1.255366693	0	0	0	5.664823711	0
tsrna-04048	1.084043743	1.291517443	0	0	0	0	0	0	0
tsrna-10249	0	0	0	1.255366693	0	0	0	5.664823711	3.285205079
tsrna-14538	1.084043743	1.291517443	17.61943776	1.255366693	0	3.766634399	0	62.31306082	0
tsrna-20956	4.336174973	3.874552328	8.809718882	3.766100078	11.95979118	48.96624719	9.960556197	5.664823711	19.71123047
tsrna-20275	0	1.291517443	0	1.255366693	0	0	1.992111239	0	0
tsrna-04757	1.084043743	0	0	5.02146677	0	3.766634399	1.992111239	0	3.285205079
tsrna-15148	1.084043743	0	0	1.255366693	0	0	0	0	0
tsrna-16851	0	0	4.404859441	1.255366693	0	0	0	0	0
tsrna-14338	0	1.291517443	8.809718882	2.510733385	5.979895591	0	3.984222479	28.32411855	0
tsrna-13461	0	0	0	0	0	0	0	5.664823711	0
tsrna-18421	0	0	0	1.255366693	0	0	1.992111239	0	3.285205079
tsrna-10733	0	0	0	0	0	3.766634399	0	0	0
tsrna-12368	3.25213123	11.62365698	13.21457832	7.532200156	5.979895591	7.533268798	17.92900116	11.32964742	6.570410158
tsrna-10946	0	1.291517443	4.404859441	1.255366693	0	7.533268798	0	5.664823711	0
tsrna-09096	1.084043743	6.457587213	4.404859441	2.510733385	5.979895591	3.766634399	3.984222479	0	3.285205079
tsrna-17442	0	1.291517443	0	0	0	3.766634399	0	0	3.285205079
tsrna-17430	19.51278738	46.49462793	70.47775105	60.25760125	41.85926914	116.7656664	45.81855851	84.97235566	95.27094729
tsrna-07375	1.084043743	0	0	0	0	0	0	39.65376597	0
tsrna-22700	0	2.583034885	0	0	0	7.533268798	0	0	0
tsrna-14013	0	0	0	0	0	0	0	5.664823711	0
tsrna-18793	0	0	0	1.255366693	0	0	0	0	0
tsrna-22824	0	0	0	0	0	0	0	5.664823711	0
tsrna-19229	0	0	0	0	0	7.533268798	0	0	0
tsrna-24626	4.336174973	5.16606977	96.9069077	3.766100078	5.979895591	11.2999032	1.992111239	198.2688299	39.42246095
tsrna-13267	14.09256866	18.0812442	30.83401609	27.61806724	29.89947796	41.43297839	31.87377983	56.64823711	22.99643555
tsrna-20205	3.25213123	10.33213954	8.809718882	22.59660047	11.95979118	7.533268798	17.92900116	5.664823711	26.28164063
tsrna-12919	0	0	4.404859441	3.766100078	5.979895591	0	7.968444958	11.32964742	3.285205079
tsrna-21736	0	0	4.404859441	0	5.979895591	0	0	11.32964742	0
tsrna-13930	2.168087487	10.33213954	8.809718882	8.787566848	0	7.533268798	7.968444958	16.99447113	9.855615237
tsrna-16482	0	0	0	1.255366693	5.979895591	0	0	0	0
tsrna-05597	1.084043743	0	0	0	0	0	0	0	3.285205079
tsrna-18126	1.084043743	0	0	0	0	0	1.992111239	0	0
tsrna-01903	5.420218717	15.49820931	8.809718882	17.5751337	17.93968677	26.36644079	9.960556197	16.99447113	36.13725587
tsrna-02776	0	0	0	1.255366693	0	0	5.976333718	5.664823711	0
tsrna-23954	0	0	8.809718882	0	0	0	0	0	0
tsrna-03885	1.084043743	1.291517443	4.404859441	1.255366693	0	0	1.992111239	0	0
tsrna-20279	2.168087487	3.874552328	35.23887553	10.04293354	0	3.766634399	3.984222479	0	3.285205079
tsrna-21487	0	0	0	0	0	3.766634399	1.992111239	0	3.285205079
tsrna-16716	0	0	0	1.255366693	0	0	0	0	3.285205079
tsrna-13204	0	0	8.809718882	1.255366693	0	0	0	5.664823711	0
tsrna-07079	0	0	0	0	0	0	1.992111239	0	3.285205079
tsrna-00794	4.336174973	1.291517443	0	3.766100078	11.95979118	7.533268798	5.976333718	0	0
tsrna-04608	3.25213123	0	0	2.510733385	0	3.766634399	0	0	3.285205079
tsrna-10868	11.92448118	12.91517443	17.61943776	6.276833463	17.93968677	15.0665376	9.960556197	39.65376597	9.855615237
tsrna-00798	4.336174973	5.16606977	4.404859441	6.276833463	0	18.833172	5.976333718	5.664823711	6.570410158
tsrna-13725	0	0	0	0	0	0	1.992111239	45.31858969	0
tsrna-24158	0	0	0	0	0	0	1.992111239	0	0
tsrna-00328	1.084043743	1.291517443	4.404859441	1.255366693	0	0	0	0	0
tsrna-11564	3.25213123	10.33213954	4.404859441	3.766100078	11.95979118	30.13307519	9.960556197	16.99447113	32.85205079
tsrna-10742	0	0	0	0	0	0	0	0	3.285205079
tsrna-19941	1.084043743	0	4.404859441	1.255366693	0	0	0	16.99447113	3.285205079
tsrna-10882	0	0	4.404859441	0	0	0	0	0	0
tsrna-04023	0	0	0	0	0	0	1.992111239	0	3.285205079
tsrna-07588	10.84043743	25.83034885	57.26317273	26.36270054	11.95979118	22.59980639	27.88955735	56.64823711	6.570410158
tsrna-09352	0	0	0	0	0	0	0	11.32964742	0
tsrna-19778	13.00852492	6.457587213	13.21457832	6.276833463	23.91958236	97.93249438	1.992111239	84.97235566	45.9928711
tsrna-26061	0	2.583034885	0	0	5.979895591	3.766634399	7.968444958	0	3.285205079
tsrna-09976	4.336174973	5.16606977	4.404859441	7.532200156	23.91958236	45.19961279	17.92900116	0	16.42602539
tsrna-22586	0	0	0	1.255366693	0	0	1.992111239	0	3.285205079
tsrna-13770	0	0	0	0	0	0	0	0	3.285205079
tsrna-23726	0	2.583034885	4.404859441	0	0	0	0	0	0
tsrna-01839	0	2.583034885	0	2.510733385	11.95979118	3.766634399	0	0	3.285205079
tsrna-07814	1.084043743	0	0	0	0	0	3.984222479	0	0
tsrna-04493	0	1.291517443	0	0	0	0	0	0	0
tsrna-05982	3.25213123	1.291517443	13.21457832	8.787566848	0	11.2999032	9.960556197	22.65929484	9.855615237
tsrna-17425	3.25213123	5.16606977	4.404859441	5.02146677	17.93968677	26.36644079	0	0	0
tsrna-21271	2.168087487	0	4.404859441	1.255366693	0	3.766634399	1.992111239	22.65929484	6.570410158
tsrna-13277	0	1.291517443	0	0	0	0	0	0	3.285205079
tsrna-15965	0	1.291517443	4.404859441	1.255366693	5.979895591	0	3.984222479	0	6.570410158
tsrna-01943	0	0	0	0	0	0	1.992111239	11.32964742	0
tsrna-01993	1.084043743	0	0	0	0	3.766634399	0	0	0
tsrna-02734	0	1.291517443	0	0	0	0	0	16.99447113	3.285205079
tsrna-06648	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-01186	0	0	0	0	0	0	0	5.664823711	0
tsrna-14853	0	3.874552328	4.404859441	0	0	0	1.992111239	0	0
tsrna-05979	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-19677	3.25213123	11.62365698	8.809718882	11.29830023	5.979895591	26.36644079	9.960556197	39.65376597	29.56684571
tsrna-01764	0	1.291517443	0	0	0	0	0	0	3.285205079
tsrna-09111	1.084043743	0	0	1.255366693	11.95979118	7.533268798	1.992111239	5.664823711	9.855615237
tsrna-14494	2.168087487	3.874552328	30.83401609	1.255366693	0	3.766634399	1.992111239	5.664823711	3.285205079
tsrna-20433	2.168087487	3.874552328	0	0	5.979895591	3.766634399	5.976333718	0	6.570410158
tsrna-19357	1.084043743	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-07114	1.084043743	0	0	0	0	0	0	0	0
tsrna-12347	4.336174973	9.040622098	0	11.29830023	0	0	13.94477868	0	0
tsrna-18385	0	0	0	0	0	0	0	16.99447113	3.285205079
tsrna-01819	2.168087487	5.16606977	4.404859441	1.255366693	0	0	5.976333718	0	9.855615237
tsrna-21584	0	0	4.404859441	0	0	0	1.992111239	0	0
tsrna-02408	0	0	0	0	0	0	0	0	6.570410158
tsrna-12992	0	0	0	0	0	0	0	0	3.285205079
tsrna-14162	0	2.583034885	0	0	0	0	0	0	0
tsrna-02984	1.084043743	5.16606977	22.0242972	1.255366693	11.95979118	30.13307519	23.90533487	22.65929484	13.14082032
tsrna-03834	2.168087487	1.291517443	0	1.255366693	5.979895591	7.533268798	5.976333718	0	6.570410158
tsrna-00221	1.084043743	0	0	0	0	0	0	0	0
tsrna-12948	1.084043743	0	0	0	0	0	0	0	0
tsrna-03568	0	0	13.21457832	0	5.979895591	0	0	22.65929484	3.285205079
tsrna-15512	0	1.291517443	4.404859441	0	0	0	0	0	3.285205079
tsrna-20440	19.51278738	56.82676747	17.61943776	75.32200156	17.93968677	75.33268798	73.70811586	56.64823711	88.70053713
tsrna-25283	0	0	0	0	0	0	0	0	3.285205079
tsrna-13513	0	0	0	1.255366693	5.979895591	0	0	5.664823711	0
tsrna-21440	0	0	0	0	0	3.766634399	1.992111239	11.32964742	3.285205079
tsrna-16865	0	1.291517443	0	1.255366693	0	7.533268798	0	0	3.285205079
tsrna-26576	11.92448118	20.66427908	26.42915665	5.02146677	41.85926914	41.43297839	11.95266744	107.6316505	16.42602539
tsrna-19492	2.168087487	6.457587213	0	6.276833463	0	0	1.992111239	0	6.570410158
tsrna-08647	0	0	0	0	0	0	0	5.664823711	0
tsrna-23406	1.084043743	6.457587213	17.61943776	6.276833463	17.93968677	11.2999032	3.984222479	56.64823711	0
tsrna-09811	0	0	4.404859441	1.255366693	0	0	0	0	0
tsrna-13821	2.168087487	5.16606977	0	3.766100078	0	0	1.992111239	0	13.14082032
tsrna-16278	0	0	0	1.255366693	0	0	1.992111239	16.99447113	3.285205079
tsrna-03125	0	1.291517443	0	0	0	3.766634399	0	0	0
tsrna-00793	2.168087487	1.291517443	4.404859441	3.766100078	0	7.533268798	0	0	0
tsrna-15767	0	1.291517443	4.404859441	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-20796	10.84043743	14.20669187	13.21457832	11.29830023	11.95979118	15.0665376	13.94477868	28.32411855	3.285205079
tsrna-01463	0	1.291517443	4.404859441	0	0	3.766634399	0	5.664823711	0
tsrna-00801	0	0	0	0	0	0	0	16.99447113	0
tsrna-17518	0	0	4.404859441	0	5.979895591	3.766634399	1.992111239	0	0
tsrna-10719	0	0	0	0	5.979895591	0	0	0	3.285205079
tsrna-04673	0	0	4.404859441	0	0	3.766634399	0	0	0
tsrna-07126	4.336174973	5.16606977	8.809718882	5.02146677	17.93968677	0	5.976333718	0	6.570410158
tsrna-14415	1.084043743	0	0	0	0	7.533268798	0	0	0
tsrna-00178	0	0	0	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-00595	9.75639369	6.457587213	13.21457832	11.29830023	0	52.73288159	3.984222479	0	6.570410158
tsrna-13511	3.25213123	5.16606977	17.61943776	1.255366693	5.979895591	3.766634399	9.960556197	11.32964742	3.285205079
tsrna-16523	0	0	4.404859441	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-13620	0	0	0	0	0	3.766634399	3.984222479	0	0
tsrna-20085	5.420218717	6.457587213	22.0242972	13.80903362	5.979895591	26.36644079	13.94477868	16.99447113	16.42602539
tsrna-20413	0	0	0	0	0	3.766634399	1.992111239	5.664823711	0
tsrna-22562	1.084043743	1.291517443	4.404859441	0	0	3.766634399	1.992111239	5.664823711	0
tsrna-09489	9.75639369	15.49820931	22.0242972	13.80903362	11.95979118	22.59980639	15.93688992	164.2798876	13.14082032
tsrna-14128	2.168087487	9.040622098	0	3.766100078	5.979895591	30.13307519	3.984222479	28.32411855	13.14082032
tsrna-08558	3.25213123	6.457587213	132.1457832	6.276833463	0	11.2999032	3.984222479	50.9834134	13.14082032
tsrna-15776	4.336174973	5.16606977	8.809718882	7.532200156	5.979895591	64.03278479	11.95266744	11.32964742	6.570410158
tsrna-00769	0	1.291517443	0	0	0	7.533268798	1.992111239	0	0
tsrna-22095	0	1.291517443	0	0	0	0	0	0	0
tsrna-09710	52.03409968	72.32497678	66.07289161	112.9830023	29.89947796	105.4657632	360.5721343	141.6205928	180.6862793
tsrna-14337	1.084043743	2.583034885	4.404859441	0	0	0	7.968444958	5.664823711	0
tsrna-25917	0	0	0	0	0	0	0	0	3.285205079
tsrna-15526	0	0	4.404859441	0	0	0	0	0	0
tsrna-00096	23.84896235	28.41338374	114.5263455	21.34123377	11.95979118	26.36644079	25.89744611	130.2909453	36.13725587
tsrna-16423	0	0	0	2.510733385	0	0	0	0	3.285205079
tsrna-18980	3.25213123	3.874552328	0	0	0	0	3.984222479	5.664823711	0
tsrna-06508	0	1.291517443	0	0	0	0	1.992111239	11.32964742	0
tsrna-25354	0	0	0	0	0	0	0	11.32964742	0
tsrna-13578	3.25213123	0	0	2.510733385	0	0	1.992111239	0	0
tsrna-10393	0	0	0	0	0	0	1.992111239	0	0
tsrna-01706	3.25213123	2.583034885	8.809718882	5.02146677	17.93968677	45.19961279	1.992111239	11.32964742	6.570410158
tsrna-05424	3.25213123	6.457587213	22.0242972	7.532200156	5.979895591	3.766634399	7.968444958	67.97788453	13.14082032
tsrna-25333	0	0	0	1.255366693	0	0	0	0	0
tsrna-10369	5.420218717	2.583034885	8.809718882	6.276833463	0	15.0665376	3.984222479	67.97788453	6.570410158
tsrna-02777	0	1.291517443	0	1.255366693	0	0	3.984222479	0	6.570410158
tsrna-09803	0	3.874552328	4.404859441	1.255366693	0	3.766634399	1.992111239	5.664823711	3.285205079
tsrna-00370	0	0	4.404859441	0	0	0	0	0	0
tsrna-03978	1.084043743	7.749104656	215.8381126	12.55366693	0	15.0665376	9.960556197	33.98894226	13.14082032
tsrna-18690	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-03939	5.420218717	11.62365698	17.61943776	13.80903362	29.89947796	48.96624719	15.93688992	22.65929484	19.71123047
tsrna-22312	8.672349947	16.78972675	105.7166266	26.36270054	17.93968677	52.73288159	31.87377983	169.9447113	32.85205079
tsrna-16093	89.9756307	73.61649423	79.28746994	53.98076778	53.81906032	26.36644079	33.86589107	209.5984773	62.4188965
tsrna-25686	7.588306203	14.20669187	44.04859441	8.787566848	5.979895591	26.36644079	9.960556197	90.63717937	6.570410158
tsrna-04986	0	2.583034885	114.5263455	0	0	3.766634399	1.992111239	0	6.570410158
tsrna-12207	0	1.291517443	4.404859441	0	0	3.766634399	1.992111239	5.664823711	0
tsrna-04923	0	5.16606977	4.404859441	1.255366693	0	3.766634399	3.984222479	0	13.14082032
tsrna-02245	0	0	0	1.255366693	0	0	0	0	0
tsrna-05283	0	5.16606977	8.809718882	0	0	3.766634399	5.976333718	5.664823711	3.285205079
tsrna-23573	75.88306203	179.5209245	127.7409238	100.4293354	173.4169721	293.7974831	123.5108968	504.1693103	246.3903809
tsrna-14232	13.00852492	19.37276164	4.404859441	10.04293354	35.87937355	33.89970959	0	11.32964742	13.14082032
tsrna-11539	0	0	0	2.510733385	5.979895591	3.766634399	0	0	3.285205079
tsrna-07290	0	1.291517443	4.404859441	0	0	0	1.992111239	0	0
tsrna-07658	111.6565056	268.6356281	237.8624098	143.111803	155.4772854	282.4975799	189.2505678	192.6040062	213.5383301
tsrna-18499	0	0	0	0	0	3.766634399	1.992111239	5.664823711	0
tsrna-10621	1.084043743	0	4.404859441	0	0	0	0	5.664823711	0
tsrna-13472	0	1.291517443	0	0	0	0	3.984222479	0	3.285205079
tsrna-02398	0	1.291517443	8.809718882	2.510733385	0	0	1.992111239	5.664823711	0
tsrna-16199	1.084043743	9.040622098	8.809718882	0	11.95979118	3.766634399	1.992111239	33.98894226	3.285205079
tsrna-19161	0	3.874552328	8.809718882	3.766100078	5.979895591	3.766634399	1.992111239	5.664823711	3.285205079
tsrna-14841	0	0	4.404859441	0	0	3.766634399	0	5.664823711	0
tsrna-19030	0	0	4.404859441	0	0	0	0	16.99447113	3.285205079
tsrna-17586	0	0	0	0	0	0	0	5.664823711	0
tsrna-07278	75.88306203	158.8566454	136.5506427	134.3242361	125.5778074	112.999032	137.4556755	147.2854165	91.98574221
tsrna-25584	0	0	0	0	0	0	0	5.664823711	0
tsrna-04758	11.92448118	21.95579652	4.404859441	28.87343393	5.979895591	26.36644079	29.88166859	11.32964742	16.42602539
tsrna-20041	0	0	4.404859441	0	0	0	0	0	0
tsrna-02822	0	0	17.61943776	3.766100078	0	0	1.992111239	22.65929484	0
tsrna-14484	0	0	17.61943776	0	0	0	0	0	0
tsrna-10681	0	0	0	1.255366693	0	0	1.992111239	5.664823711	0
tsrna-24305	28.18513733	16.78972675	17.61943776	26.36270054	53.81906032	18.833172	23.90533487	62.31306082	16.42602539
tsrna-02395	1.084043743	0	4.404859441	0	0	3.766634399	5.976333718	5.664823711	0
tsrna-11752	0	0	0	0	0	0	0	0	3.285205079
tsrna-06983	3.25213123	10.33213954	167.3846588	8.787566848	11.95979118	3.766634399	1.992111239	11.32964742	9.855615237
tsrna-07859	67.21071209	111.0705001	180.5992371	126.792036	197.3365545	203.3982576	85.6607833	543.8230762	344.9465333
tsrna-11817	0	1.291517443	0	3.766100078	0	0	3.984222479	0	0
tsrna-05162	0	0	8.809718882	0	0	3.766634399	1.992111239	11.32964742	3.285205079
tsrna-11476	7.588306203	11.62365698	22.0242972	2.510733385	11.95979118	11.2999032	7.968444958	79.30753195	19.71123047
tsrna-07486	0	0	0	2.510733385	5.979895591	0	3.984222479	16.99447113	3.285205079
tsrna-23955	0	0	0	0	0	0	0	0	3.285205079
tsrna-02880	1.084043743	3.874552328	0	0	5.979895591	0	0	11.32964742	3.285205079
tsrna-08846	0	0	4.404859441	0	0	0	0	0	0
tsrna-11001	0	1.291517443	4.404859441	0	11.95979118	0	5.976333718	0	0
tsrna-11209	0	0	4.404859441	1.255366693	0	0	1.992111239	0	0
tsrna-00122	0	1.291517443	0	0	0	0	0	0	0
tsrna-00213	0	0	0	0	0	0	0	5.664823711	0
tsrna-06093	0	0	0	1.255366693	0	0	0	0	0
tsrna-18337	0	0	0	2.510733385	0	0	0	0	0
tsrna-07596	0	1.291517443	0	0	0	7.533268798	1.992111239	0	3.285205079
tsrna-04985	0	2.583034885	132.1457832	1.255366693	0	0	5.976333718	0	0
tsrna-18338	0	1.291517443	0	2.510733385	5.979895591	3.766634399	3.984222479	0	0
tsrna-09284	0	0	0	2.510733385	0	0	1.992111239	0	0
tsrna-16057	0	0	0	0	0	0	0	11.32964742	0
tsrna-07078	0	0	8.809718882	1.255366693	0	3.766634399	1.992111239	5.664823711	0
tsrna-14932	3.25213123	5.16606977	8.809718882	22.59660047	29.89947796	30.13307519	41.83433603	16.99447113	22.99643555
tsrna-24832	0	0	0	2.510733385	0	3.766634399	0	0	0
tsrna-09060	0	0	0	0	0	0	0	5.664823711	0
tsrna-23519	4.336174973	9.040622098	92.50204826	7.532200156	0	22.59980639	11.95266744	175.609535	19.71123047
tsrna-04782	1.084043743	5.16606977	8.809718882	5.02146677	5.979895591	0	3.984222479	0	3.285205079
tsrna-19983	0	0	0	0	0	0	1.992111239	0	0
tsrna-14947	0	1.291517443	0	0	0	0	0	5.664823711	0
tsrna-14049	5.420218717	47.78614538	48.45345385	18.83050039	35.87937355	30.13307519	27.88955735	147.2854165	42.70766603
tsrna-17485	0	1.291517443	0	0	0	0	0	0	0
tsrna-06936	0	0	0	0	0	0	1.992111239	0	0
tsrna-11344	0	1.291517443	0	0	0	0	0	0	0
tsrna-04377	0	0	0	0	0	0	0	0	3.285205079
tsrna-03369	0	1.291517443	4.404859441	0	0	0	0	5.664823711	0
tsrna-07134	0	0	0	0	0	3.766634399	0	0	3.285205079
tsrna-13750	0	0	0	1.255366693	0	0	0	0	0
tsrna-21843	0	0	0	2.510733385	0	3.766634399	3.984222479	0	0
tsrna-24533	0	0	0	0	0	3.766634399	0	0	0
tsrna-23966	0	1.291517443	0	0	0	0	3.984222479	0	0
tsrna-05008	0	0	0	1.255366693	0	0	0	0	0
tsrna-25046	0	0	0	0	0	0	0	0	3.285205079
tsrna-12187	9.75639369	20.66427908	8.809718882	10.04293354	23.91958236	30.13307519	5.976333718	5.664823711	39.42246095
tsrna-17541	2.168087487	2.583034885	13.21457832	0	0	0	3.984222479	0	0
tsrna-06097	1.084043743	0	4.404859441	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-10096	1.084043743	0	4.404859441	2.510733385	0	3.766634399	0	0	3.285205079
tsrna-13846	1.084043743	2.583034885	4.404859441	2.510733385	0	3.766634399	0	0	6.570410158
tsrna-00617	1.084043743	0	0	1.255366693	0	3.766634399	0	0	3.285205079
tsrna-14738	1.084043743	0	0	7.532200156	0	0	1.992111239	0	3.285205079
tsrna-19942	3.25213123	3.874552328	4.404859441	0	0	7.533268798	3.984222479	28.32411855	3.285205079
tsrna-01152	1.084043743	5.16606977	8.809718882	3.766100078	0	11.2999032	0	96.30200308	6.570410158
tsrna-14346	2.168087487	12.91517443	136.5506427	8.787566848	17.93968677	30.13307519	7.968444958	385.2080123	32.85205079
tsrna-15150	0	0	0	0	5.979895591	0	0	0	0
tsrna-19198	0	0	0	0	0	3.766634399	0	0	0
tsrna-25842	0	0	0	0	0	0	1.992111239	0	0
tsrna-09781	0	1.291517443	13.21457832	0	0	3.766634399	3.984222479	5.664823711	0
tsrna-13840	1.084043743	0	0	0	0	0	0	16.99447113	0
tsrna-21082	1.084043743	0	0	0	0	0	0	5.664823711	0
tsrna-24521	0	0	0	0	0	0	0	5.664823711	0
tsrna-25005	0	3.874552328	0	0	0	3.766634399	3.984222479	5.664823711	0
tsrna-14305	8.672349947	5.16606977	30.83401609	6.276833463	17.93968677	15.0665376	7.968444958	22.65929484	3.285205079
tsrna-13467	0	1.291517443	4.404859441	1.255366693	0	0	1.992111239	0	0
tsrna-05096	1.084043743	1.291517443	4.404859441	0	0	0	3.984222479	0	0
tsrna-15789	0	0	4.404859441	0	0	3.766634399	0	0	0
tsrna-17386	0	1.291517443	0	0	0	3.766634399	0	0	0
tsrna-23192	3.25213123	2.583034885	4.404859441	2.510733385	5.979895591	3.766634399	7.968444958	96.30200308	16.42602539
tsrna-10557	0	3.874552328	0	5.02146677	0	7.533268798	7.968444958	11.32964742	3.285205079
tsrna-11118	0	0	0	0	0	3.766634399	0	0	0
tsrna-21721	0	1.291517443	0	3.766100078	0	0	0	0	0
tsrna-00727	1.084043743	0	4.404859441	1.255366693	5.979895591	0	1.992111239	0	0
tsrna-01752	0	1.291517443	4.404859441	0	0	0	0	0	0
tsrna-05741	1.084043743	0	0	0	0	0	0	0	0
tsrna-17638	0	0	0	1.255366693	0	0	0	0	0
tsrna-00196	15.17661241	28.41338374	22.0242972	8.787566848	71.75874709	79.09932238	21.91322363	39.65376597	22.99643555
tsrna-09593	0	1.291517443	17.61943776	0	0	0	1.992111239	11.32964742	0
tsrna-13193	2.168087487	16.78972675	22.0242972	3.766100078	0	7.533268798	5.976333718	22.65929484	6.570410158
tsrna-26571	0	0	4.404859441	0	0	0	0	0	0
tsrna-14246	0	0	0	0	0	3.766634399	0	0	0
tsrna-04125	3.25213123	0	4.404859441	0	0	3.766634399	0	22.65929484	0
tsrna-14546	0	0	0	1.255366693	0	0	1.992111239	5.664823711	0
tsrna-14497	0	0	8.809718882	2.510733385	0	0	0	0	3.285205079
tsrna-11794	0	0	0	0	0	0	0	5.664823711	3.285205079
tsrna-10477	0	1.291517443	52.85831329	1.255366693	0	0	0	5.664823711	0
tsrna-17099	1.084043743	0	0	1.255366693	0	3.766634399	3.984222479	0	0
tsrna-06145	0	3.874552328	4.404859441	5.02146677	5.979895591	7.533268798	3.984222479	0	0
tsrna-06649	1.084043743	2.583034885	13.21457832	1.255366693	0	15.0665376	1.992111239	0	0
tsrna-23205	0	1.291517443	0	0	0	0	0	0	0
tsrna-19428	0	0	0	0	0	0	3.984222479	0	0
tsrna-11475	1.084043743	0	0	0	0	0	3.984222479	28.32411855	3.285205079
tsrna-04982	0	0	8.809718882	1.255366693	0	0	0	0	0
tsrna-01460	0	0	0	0	5.979895591	0	0	0	0
tsrna-20203	2.168087487	7.749104656	4.404859441	11.29830023	0	11.2999032	13.94477868	11.32964742	13.14082032
tsrna-14358	3.25213123	1.291517443	13.21457832	2.510733385	0	7.533268798	7.968444958	5.664823711	0
tsrna-24839	1.084043743	5.16606977	4.404859441	2.510733385	23.91958236	3.766634399	5.976333718	5.664823711	6.570410158
tsrna-25062	0	2.583034885	4.404859441	0	0	3.766634399	0	0	0
tsrna-12366	1.084043743	3.874552328	8.809718882	8.787566848	5.979895591	3.766634399	7.968444958	11.32964742	6.570410158
tsrna-02389	7.588306203	18.0812442	8.809718882	10.04293354	11.95979118	11.2999032	85.6607833	28.32411855	22.99643555
tsrna-24637	0	2.583034885	0	0	0	0	0	5.664823711	0
tsrna-11424	0	0	0	0	0	0	1.992111239	0	0
tsrna-20129	1.084043743	0	0	5.02146677	0	0	0	11.32964742	0
tsrna-17466	0	1.291517443	0	0	0	3.766634399	0	0	0
tsrna-26377	2.168087487	0	0	0	0	0	0	11.32964742	0
tsrna-10205	0	1.291517443	0	1.255366693	0	3.766634399	0	5.664823711	0
tsrna-03534	1.084043743	5.16606977	101.3117671	3.766100078	0	15.0665376	3.984222479	67.97788453	6.570410158
tsrna-21633	0	0	0	0	0	0	0	0	3.285205079
tsrna-17111	43.36174973	29.70490118	22.0242972	55.23613447	29.89947796	22.59980639	49.80278099	22.65929484	32.85205079
tsrna-19640	0	0	0	1.255366693	0	0	0	0	0
tsrna-08683	0	0	4.404859441	0	0	0	0	5.664823711	0
tsrna-05748	0	2.583034885	8.809718882	1.255366693	0	0	9.960556197	16.99447113	6.570410158
tsrna-04063	137.6735554	94.28077331	118.9312049	62.76833463	149.4973898	90.39922558	69.72389338	209.5984773	108.4117676
tsrna-07526	3.25213123	3.874552328	8.809718882	1.255366693	5.979895591	3.766634399	9.960556197	5.664823711	0
tsrna-03928	0	1.291517443	0	0	0	0	0	5.664823711	0
tsrna-09583	1.084043743	1.291517443	4.404859441	3.766100078	0	3.766634399	1.992111239	5.664823711	6.570410158
tsrna-13624	0	1.291517443	0	0	0	0	0	0	0
tsrna-04789	0	0	4.404859441	0	0	3.766634399	0	0	0
tsrna-00229	37.94153102	34.87097095	101.3117671	30.12880062	17.93968677	56.49951599	107.5740069	101.9668268	65.70410158
tsrna-04098	3.25213123	2.583034885	8.809718882	5.02146677	0	0	1.992111239	5.664823711	6.570410158
tsrna-17472	0	0	0	0	5.979895591	7.533268798	0	0	0
tsrna-22010	0	5.16606977	4.404859441	7.532200156	5.979895591	26.36644079	0	5.664823711	13.14082032
tsrna-02211	0	0	0	0	0	0	0	5.664823711	0
tsrna-10465	1.084043743	1.291517443	8.809718882	1.255366693	0	7.533268798	3.984222479	39.65376597	9.855615237
tsrna-17715	1.084043743	0	0	2.510733385	0	7.533268798	0	0	6.570410158
tsrna-12608	0	2.583034885	0	8.787566848	0	0	1.992111239	0	0
tsrna-10315	1.084043743	2.583034885	52.85831329	2.510733385	5.979895591	3.766634399	5.976333718	84.97235566	0
tsrna-04204	0	0	0	0	0	3.766634399	1.992111239	0	0
tsrna-15099	1.084043743	1.291517443	0	2.510733385	5.979895591	7.533268798	3.984222479	39.65376597	9.855615237
tsrna-17097	1.084043743	0	0	3.766100078	0	0	0	0	0
tsrna-02688	0	0	0	0	0	0	0	5.664823711	0
tsrna-02308	1.084043743	0	0	0	5.979895591	0	0	0	0
tsrna-00606	0	0	0	0	0	3.766634399	1.992111239	0	6.570410158
tsrna-13881	1.084043743	0	8.809718882	0	0	0	0	0	0
tsrna-11557	3.25213123	20.66427908	13.21457832	8.787566848	17.93968677	11.2999032	7.968444958	5.664823711	3.285205079
tsrna-14850	2.168087487	11.62365698	4.404859441	7.532200156	5.979895591	3.766634399	5.976333718	11.32964742	13.14082032
